#,Time,Feature Name,Description,Task URL,Changelog URL
196,"May 13, 2025",Train AI with store’s page URL,"Mục đích: giúp merchant nhanh chóng train AI ngay sau khi cài đặt app bằng cách tự động đồng bộ thông tin từ website của store
Vị trí: AI Assistant → Data Source → URL
Mô tả: 
• Thời điểm sync: khi ac...",[AI assistant/Data sources] Sync pages URL từ Shopify (https://www.notion.so/AI-assistant-Data-sources-Sync-pages-URL-t-Shopify-1a7b0da449f180f4a70bd5b83263c41f?pvs=21),
197,"May 12, 2025",[Improvement] Cập nhật order status trên trang Order tracking,"[Improvement] Cập nhật thêm order status
Mục đích: giúp khách hàng của merchant tra cứu trạng thái order chính xác hơn
Vị trí: Chatbox | section Order tracking
Mô tả
Trước thay đổi:
Order status: chỉ ...",[Chatbox] Update order tracking status (https://www.notion.so/Chatbox-Update-order-tracking-status-1c2b0da449f180a781cdfd71750c6c7e?pvs=21),
198,"May 6, 2025",[New feature] Review source khi test AI,"Mục đích: giúp merchant biết AI dựa vào thông tin nào để trả lời khi test, để có thể hướng dẫn AI trả lời đúng theo mong muốn 
Đối tượng: all users
Vị trí: trang AI assistant | Test https://prnt.sc/VH...",Review sources khi test AI (https://www.notion.so/Review-sources-khi-test-AI-1c3b0da449f1805fa5d2c5207945d4f5?pvs=21),
199,"May 6, 2025",[New feature] AI instruction by scenarios,"Mục đích: giúp merchant train AI theo tình huống cụ thể, giúp AI trả lời tốt hơn các câu hỏi của khách hàng 
Đối tượng: all users
Vị trí: trang AI assistant | Personality, mục Instructions https://prn...",AI instruction by scenarios and industry (https://www.notion.so/AI-instruction-by-scenarios-and-industry-1a4b0da449f1806bba4aec80a6a2c46c?pvs=21),
200,"May 6, 2025",[New feature] Upload category icon,"Mục đích: cho phép merchant customize icon category hiển thị tại Chatbox, FAQs page 
Đối tượng: all users
Mô tả: 
• Cho phép upload file với các định dạng .svg, .jpg, .jpeg, .gif, .png.,
• Được phép u...",[FAQs] Thêm upload category icon (https://www.notion.so/FAQs-Th-m-upload-category-icon-1dab0da449f1805ab973e2c803dfda0b?pvs=21),
201,"May 5, 2025",Cải thiện chatbox để đảm bảo accessibility,"Cải thiện chatbox để đảm bảo accessibility
• Ưu tiên đọc chatbox button khi sử dụng screen reader giúp người dùng dễ dàng tương tác với chatbox hơn
• Thêm accessibility label cho các element trên chat...",[Accessibility] Hỗ trợ cho người khiếm khuyết về mắt (https://www.notion.so/Accessibility-H-tr-cho-ng-i-khi-m-khuy-t-v-m-t-1d2b0da449f1805b8478e3f5e2f40eed?pvs=21),
202,"May 5, 2025",Thêm thông báo về AI completion rate,"Vấn đề:
- Ko thể hiện rõ hành động cần thực hiện 
- Trường hợp Unanswerred question = 0, vẫn hiển thị button Go to review

Sau cập nhật:
1. Thêm banner Next action tại card AI completion rate
- Điều k...",[AI completion rate] Thêm next action (https://www.notion.so/AI-completion-rate-Th-m-next-action-1c1b0da449f1806ba628c53794bac5cf?pvs=21),
203,"May 5, 2025",Cài đặt usage charge limit,"Mục đích: giúp merchant cài đặt giới hạn AI replies usage charge, để kiểm soát được chi phí từ AI replies phát sinh mỗi tháng
Đối tượng: Paid plan
Vị trí: Subscription 
Mô tả: Tại mục Subscription det...",[Pricing] Thêm limit usage charge (https://www.notion.so/Pricing-Th-m-limit-usage-charge-1e0b0da449f1806eacfad0437a890588?pvs=21),
204,"April 26, 2025",Feature request by feedbear,Sử dụng feature request power bởi Feedbear để tránh vi phạm BFS trên app và quản lý feature request tốt hơn https://prnt.sc/Zv5AFj6DqB13,Feature request by feedbear (https://www.notion.so/Feature-request-by-feedbear-1d9b0da449f1806bbb51ed0ed14c452c?pvs=21),
205,"April 26, 2025",Feature request by feedbear,Sử dụng feature request power bởi Feedbear để tránh vi phạm BFS trên app và quản lý feature request tốt hơn https://prnt.sc/Zv5AFj6DqB13,Feature request by feedbear (https://www.notion.so/Feature-request-by-feedbear-1d9b0da449f1806bbb51ed0ed14c452c?pvs=21),
206,"April 26, 2025","[New feature] [AI assistant] Bulk delete, set active/inactive","Mục đích: giúp merchant xoá, set active/inactive hàng hoạt data source để tiết kiệm thời gian chỉnh sửa
Vị trí: AI assistant | General | Data source
Mô tả tính năng:
- Tại list data source, thêm check...","[AI assistant] Bulk delete, set active/inactive (https://www.notion.so/AI-assistant-Bulk-delete-set-active-inactive-1c0b0da449f180cd9fe3ea9111a1a314?pvs=21)",
207,"April 26, 2025",[Improvement] Transfer admin to other member,"Vấn đề:
- 1 merchant có nhiều store, khi đổi email của tk admin ở 1 store thì đồng thời các store khác đổi theo
- Merchant muốn đổi admin email riêng của 1 store:
Vị trí: Setting | Team 
Các bước thực...",[Team] Convert member thành admin (https://www.notion.so/Team-Convert-member-th-nh-admin-1d8b0da449f18061a91bdaf32158aead?pvs=21),
208,"April 23, 2025",[Improvement],,Assign AI to conversation được follow up by email (https://www.notion.so/Assign-AI-to-conversation-c-follow-up-by-email-1deb0da449f180fcbc19f300a1a26f2a?pvs=21),
209,"April 23, 2025",[New feature] Resize chat zone,"Mục đích: giúp merchant xem được nhiều dòng thông tin tại ô chat dể dễ dảng review thông tin (đặc biệt là với email)

Mô tả tính năng
1. Chỉnh size mặc định / tối đa của ô chat: 
- Default: 3 dòng (de...",[UI] [Inbox] Update chat zone size  (https://www.notion.so/UI-Inbox-Update-chat-zone-size-1afb0da449f18033a0bef9d6422e9517?pvs=21),
210,"April 23, 2025",[Improvement] Tăng bảo mật khi download app,"Vấn đề: Khi sử dụng mã QR / link web app để cài app, user tự động vào tài khoản đang đăng nhập trên Shopify mà không phải log in lại
Sau cập nhật: Khi mở web app, kiểm tra trình duyệt đã lưu thông tin...",[Download app] Yêu cầu login khi mở web app (https://www.notion.so/Download-app-Y-u-c-u-login-khi-m-web-app-1b9b0da449f1807fa33fc206e4625eb3?pvs=21),
211,"April 23, 2025",[Improvement] Improve chat performance,"1. Cải thiện tốc độ loading pre-chat form
2. Thêm transition khi gửi tin nhắn AI replies và tin nhắn của KH",[Chatbox] Improve chatbox performance (https://www.notion.so/Chatbox-Improve-chatbox-performance-1b4b0da449f180e6ad72cf26648fdb33?pvs=21),
212,"April 19, 2025",Overview analytics,Mục đích: giúp merchant xem report tổng quan về các chỉ số của app tại trang Analytics,[Analytics] Thêm tab Overview  (https://www.notion.so/Analytics-Th-m-tab-Overview-1a6b0da449f180feb8a9f177b1e98a42?pvs=21),
213,"April 19, 2025",Thêm analytics về revenue trên dashboard,"Thêm số liệu về sales trên dashboard:
• Assisted revenue: tổng giá trị đơn hàng được tạo ra từ conversation với Chatty
• Chat-to-sales rate: tỷ lệ phần trăm conversation tạo ra sales",[Dashboard - Sales] Update analytics (https://www.notion.so/Dashboard-Sales-Update-analytics-1a1b0da449f18094a799daf4d9462681?pvs=21),
214,"April 18, 2025",[Notifications] Thêm event “New message from AI conversations”,"Mục đích: Giúp merchant nhận thông báo về những conversation do Ai trả lời, để có thể chủ động xử lý conversation khi đang không mở mở Inbox (trước đó chỉ gửi thông báo khi conversation được chuyển gi...",[Notifications] Thêm event “New message from AI conversations” (https://www.notion.so/Notifications-Th-m-event-New-message-from-AI-conversations-1b9b0da449f1801eab27cd118880ac77?pvs=21),
215,"April 14, 2025",Sửa UI product card ở AI replies,"Sửa giao diện product card gửi tại chatbox, giúp user dễ dàng thao tác để xem sản phẩm:
• Thêm dark mode
• Thêm button next/back",Sửa UI product card ở AI replies (https://www.notion.so/S-a-UI-product-card-AI-replies-1c2b0da449f180ac8423e3fac92815fa?pvs=21),
216,"April 14, 2025",[Improvement] Xử lý với open conversation khi tắt AI assistant,"###Chatty - 11/04/2025
[Improvement] Xử lý với open conversation khi tắt AI assistant
• Why
Giúp merchant kiểm soát việc sử dụng AI, tránh trường hợp AI tiếp tục trả lời ngoài ý muốn gây phát sinh exp...",Xử lý với open conversation khi tắt AI assistant (https://www.notion.so/X-l-v-i-open-conversation-khi-t-t-AI-assistant-1c7b0da449f18037979cc1c043a665f8?pvs=21),
217,"April 14, 2025",[Improvement] Bổ sung context cho AI với link gửi tại chatbox,"Mục đích: Giúp AI trả lời chính xác khi khách hàng gửi câu hỏi kèm link 
Flow:
1. KH chat kèm link (product, FAQs page…)
2. AI đọc trang để lấy thông tin lưu vào context 
3. AI sử dụng context để trả ...",[AI assistant] Đọc product link ở tin nhắn và trên màn đang mở - Shopify page (https://www.notion.so/AI-assistant-c-product-link-tin-nh-n-v-tr-n-m-n-ang-m-Shopify-page-1bbb0da449f1807291cbd313fa14dce6?pvs=21),
218,"April 14, 2025","[Inbox] Thêm review data source (URL, File)","Mục đích: Giúp merchant review source từ câu trả lời của AI đầy đủ với các loại data source 
Flow
1. Tại inbox, click Review sources tại câu trả lời của AI 
2. Tại mục Review sources, hiển thị danh sá...",[AI correction] Thêm review sources URL và files (https://www.notion.so/AI-correction-Th-m-review-sources-URL-v-files-1c0b0da449f1809d9b8ff1e548ed5b56?pvs=21),
219,"April 11, 2025",New pricing,,"New pricing in 1/2025 (https://www.notion.so/New-pricing-in-1-2025-77527f9bbf864cf4b360fcf505e21a15?pvs=21) 
[Pricing] Convert shop cũ đang sub sang pricing mới có limit (https://www.notion.so/Pricing-Convert-shop-c-ang-sub-sang-pricing-m-i-c-limit-1b9b0da449f18061af2eeac1f11230fb?pvs=21) 
[Subscription] Thêm Yearly plan (https://www.notion.so/Subscription-Th-m-Yearly-plan-1afb0da449f1807598bcfd349e287962?pvs=21)",
220,"April 2, 2025",[Improvement] Auto sync products after onboarding,"###Chatty - 02/04/2025
[Improvement] Auto sync products after onboarding
• Why: giúp merchant nhanh chóng sync sản phẩm theo plan đã chọn, phục vụ cho AI training mà ko phải thao tác thủ công
• Where:...",Auto sync product từ Onboarding (https://www.notion.so/Auto-sync-product-t-Onboarding-1bab0da449f180d793f1d1c29bdc6f71?pvs=21),
221,"April 2, 2025",Analytics overview,"###Chatty - 02/04/2025
[New feature] Analytics overview
• Why: Giúp merchant nhanh chóng nắm bắt hiệu suất sử dụng app thông qua các số liệu tổng quan hiển thị trên dashboard.
• Where: Dashboard (top ...",[Dashboard - Conversations] Update analytics (https://www.notion.so/Dashboard-Conversations-Update-analytics-1b9b0da449f180d1bbe2e53b527c3c25?pvs=21),
222,"November 5, 2024","[Inbox] Update list view Your inbox, Unassigned, AI","1. Update tab Unassigned trên list view
- Hiện tại: hiển thị tất cả status
- Thay đổi: chỉ hiển thị status = Open → giúp merchant tập trung vào các conversation chưa được xử lý 
2. Thêm filter:
+ Open...","[Inbox] Update list view Your inbox, Unassigned, AI  (https://www.notion.so/Inbox-Update-list-view-Your-inbox-Unassigned-AI-5da4b50b1901462db765111e93bb7bb2?pvs=21)",
223,"November 5, 2024",[Email channel] Giới hạn connect email ở Free plan,"Giới hạn số lượng email được connect với Free plan:
- Free plan: Chỉ connect được 1 email (khi downgrade thì giữ lại email đầu tiên, ưu tiên email đã verified, udpate các email khác thành unverified)
...",[Email channel] Giới hạn connect email ở Free plan (https://www.notion.so/Email-channel-Gi-i-h-n-connect-email-Free-plan-1fba37163ca6491da435ec0433d91f17?pvs=21),
224,"November 5, 2024",Lỗi Outlook email channel bị chặn forward,"Thông báo lỗi khi connect Outlook:
Nguyên nhân:
• Automatic forwarding bị disable vì lý do bảo mật 
• Phổ biến với company/organization Outlook accounts
Chi tiết lỗi và cách khắc phục được cập nhật tr...",Lỗi Outlook email channel bị chặn forward (https://www.notion.so/L-i-Outlook-email-channel-b-ch-n-forward-a49cb67b6319419d982af763a2e9073d?pvs=21),
225,"November 5, 2024",[Bug] Manage Contact,"1. Guest: gộp chung 1 profile với conversation:
+ Type = Guest
+ Cùng email 
2. Lỗi sửa address
3. Lỗi  không tự động convert customer với conversation từ email
và 1 số lỗi nhỏ khác",[Bug] Manage Contact (https://www.notion.so/Bug-Manage-Contact-c3f091e1a744482c912a8bb49862e9a9?pvs=21),
226,"November 5, 2024",Improve UI/UX chatbox,"Cải thiện UX:
1. Lỗi các element khác đè lên chatbox khi mở https://prnt.sc/HFiur3QY4jmq
2. Scroll bottom sheet mượt hơn 
3. Fix page background khi scroll trong chatbox",Improve UI/UX chatbox (https://www.notion.so/Improve-UI-UX-chatbox-ab9c4a4ff3cc4e79af145e8fefe46fd4?pvs=21),
227,"October 3, 2024",Manage contacts,Thêm trang quản lý khách hàng từ inbox,Manage contacts(simple) (https://www.notion.so/Manage-contacts-simple-8d6b9f44cdce4161988f3ffa4cb3f9ce?pvs=21),
228,"October 3, 2024",Update list view,"Bổ sung cột List view trên navigation 
Update filter",[Inbox] Update list view (https://www.notion.so/Inbox-Update-list-view-b290c5c4a2444bcb9a73da93505e77f7?pvs=21),
229,"August 23, 2024",Update luồng tạo conversation,"Vấn đề: Merchant bị miss first message do khách hàng không điền email trong pre-chat form hoặc click Continue as anonymous
Giải pháp:
• Tạo conversation ngay khi khách nhắn lần đầu tiên
• Khi merchant...",,
230,"August 20, 2024",First auto reply,"• Thêm tin nhắn tự động khi khách hàng hỏi lần đầu tiên theo status và availability của store
• Chat bot sẽ hoạt động hết luồng, khi khách hàng nhắn thì First reply mới hoạt động
• Sửa lỗi hiện issue ...",,
231,"August 16, 2024",Deeplink,"• Giúp merchant lấy quick link để hướng khách hàng mở trang và mặc định open chat theo menu (vd: Chat, Order tracking, help,…)
• Thêm setting Deeplink tại Chatbox -> Advanced https://prnt.sc/AG2y3oUpj...",,
232,"August 16, 2024",Support pasting & sending images,"Giúp merchant & customer gửi ảnh bằng cách Copy + Paste. Ảnh vẫn được upload vào File của Shopify https://prnt.sc/oXXqLIf4nEdM

Admin:
• Có thể upload nhiều ảnh (như trước)
• Update modal khi quá 20MB...",,
233,"August 15, 2024",Update translation settings,"Giúp khách hàng quản lý danh sách ngôn ngữ tốt hơn
• Cập nhật giao diện trang Edit translation: Chia thành 2 block Published languages, Unpublished languages để tìm kiếm dễ hơn https://prnt.sc/0n2c6Pb...",,
234,"August 14, 2024",Update phone number input,"• Đổi quốc gia sẽ update đầu số theo quốc gia đó, update tại trường phone trên các field điền phone trên admin https://prnt.sc/CvbjQGcdwJK9",,
235,"August 14, 2024",[Email channel] Gộp email khi reply,• Sửa vấn đề luồng tin nhắn qua email không liền mạch do customer gửi bằng email cho merchant bằng nhiều hình thức thì khi trả lời sẽ tạo một email mới mà không reply vào email khách hàng gửi.,,
236,"August 13, 2024",Send email sumup,"Giúp merchant gửi email sumup về đoạn hội thoại cho khách hàng sau khi resolved
• Tại Settings -> Thêm ‘Conversation sum-up notification’ https://prnt.sc/9q0xmzL6fFda
• Sau khi mark ‘Resolved’: Sumup ...",,
237,"August 12, 2024",Update font & style trên admin,"Update font, skeleton load, avatar,… giúp trải nghiệm về UX/UI tốt hơn",,
238,"August 12, 2024",Keep last chat screen & activity,Giữ nguyên trang inbox widget đang mở khi chuyển page thay vì phải mở lại trang và điều hướng tới menu vừa xem,,
239,"August 8, 2024",Tự động matching customer,"• Khi guest nhập email tại Prechat form https://prnt.sc/yMx52uke3Y2i, nếu email trùng với email của customer đã có, phía chat inbox sẽ tự động matching thông tin và show các thông tin về Profile và Or...",,
240,"August 8, 2024",Open & Share chat thông qua standalone,"Tại Dashboard -> Go to inbox https://prnt.sc/XyJsZjHW4xXi:  mở standalone version
• Khách hàng có thể dùng link để mở lại chat trước đó
• Tại menu inbox, vẫn mở full-width modal. Thêm nút Open fullscr...",,
241,"August 7, 2024",Improve insert FAQs,"• Thêm insert ảnh FAQs:
• Admin có thể upload ảnh lên FAQs, giới hạn số lượng ảnh là 10 ảnh (ảnh) https://prnt.sc/jzIcH-6MX6a6
• Khi gửi tin nhắn tại inbox: Cho phép admin Insert FAQs trên chat bao gồ...",,
242,"August 6, 2024",Migrate customer data,"Migrate customer data: Giúp merchant quản lý thông tin của 1 customer liền mạch khi customer đó có nhiều đoạn hội thoại
• Khi merchant update profile ở 1 conversation, các conver liên quan cũng sẽ đượ...",,
243,"August 6, 2024",Include/Exclude pages/URL to display chatbox widget,"• Cho phép setup hiển thị Chatbox tại device (mobile/ desktop)
• Merchant có thể setup chatbox hiển thị hoặc không hiển thị theo setting",,
244,"August 6, 2024",Specific offline status,,,
245,"August 6, 2024",Improve customer profile,"• Order information: Update icon,thêm tooltip và toast khi copy https://take.ms/60YzE
• Customer information:
• Thêm icon copy khi hover tại các trường: Name, Email, Phone https://take.ms/j6Cjv
• Cho ...",,
246,"August 6, 2024","Public live chat features for all customer, no more Beta version","• Tại Onboarding, cho phép enable Livechat, Bỏ các badge ‘Beta’ thay bằng ‘New’ https://take.ms/gIW3D
• Hiển thị step Activate live chat tại Setup guide với tất cả users (ẩn step Enable notifications ...",,
247,"August 5, 2024","Xoá image, file ở chat inbox và Shopify files","• Admin có thể xoá ảnh & files đã gửi https://take.ms/wjepr
• Ảnh và files khi xoá đồng thời được xoá tại Shopify files",,
248,"August 5, 2024","Remove, edit message","• Admin có thể remove hoặc sửa tin nhắn đã gửi tới khách hàng https://take.ms/pQ0xi
• Edit: Tin nhắn sau khi chỉnh sửa sẽ có định dạng <Message> (edited) (chỉ hiển thị ở backend) Chỉ cho phép chỉnh sử...",,
249,"August 1, 2024",Thêm chat activity,"Thêm các sự kiện giúp merchant nắm được action của customer và đưa ra câu trả lời phù hợp gồm có:
• Place order: khách đặt hàng
• View FAQs: khách view FAQs trên chatbox
• Track order: khách track ord...",,
250,"July 31, 2024",[Channel] Email inbox,"Giúp merchant kết nối email vào chat, merchant có thể nhận và gửi mail thông qua tin nhắn https://prnt.sc/K-w4tPQTGvoeMerchant:
• Nhận email tại Chatty inbox: https://prnt.sc/y3jm4OsKp-m6
• Hiển thị p...",,
251,"July 30, 2024",Sắp xếp giao diện app,"Bố cục app gọn gàng, rõ ràng hơn các chức năng chính, thuận tiện đẩy thêm tính năng sau này
• Move FAQs page vào menu FAQs https://prnt.sc/_YDxFVKIWqld
• Tại menu Chatbox, chia 3 tab:
• General: gồm c...",,
252,"July 30, 2024",Export FAQs,"Thêm nút export, khách hàng có thể lựa chọn All FAQs hoặc published FAQs để export https://prnt.sc/VhWOzKhL29Av",,
253,"July 30, 2024",FAQs block,"Khách có thể add block FAQs ở các trang khác nhau
• Tại FAQs -> Click FAQs block: Redirect tới hướng dẫn add block FAQs
• Khách có thể lựa chọn FAQs từ Block, section để add vào trong trang https://pr...",,
254,"July 29, 2024","Star, filter starred","Giúp admin đánh dấu conversation quan trọng
• Thêm nút Star cạnh Resolve button https://prnt.sc/1Gr1fhFpDVyC
• Khi đánh dấu Star, thêm note activity https://prnt.sc/SOuOJLW4IX1G
• Thêm filter các conv...",,
255,"July 25, 2024",Improvement: Cập nhật banner refresh order,"Với trường hợp Guest/Customer có nhiều conversationKhi có order mới, click Refresh ở banner refresh order đồng thời sẽ update order của các conversation của guest/customer đó",,
256,"July 25, 2024",Manage profile guest/anonymous,"Giúp admin convert và edit các thông tin của khách hàng chưa phải customer (guest, anonymous)Các thông tin gồm có name, email, phone, location, tag. Đối với email, sẽ chia rõ ra 2 case:
• Create profi...",,
257,"July 24, 2024",Sửa lỗi update customer profile,"• Bỏ thông báo lỗi khi đóng modal
• Sửa lỗi update location https://go.screenpal.com/watch/cZibiRVP6Ar
• Sửa lỗi Nhập/Edit Phone number > mở modal > Phone number bị bỏ trống > mở lần 2 mới hiện lại ht...",,
258,"July 24, 2024",Insert emoji,,,
259,"July 24, 2024",Insert link,"• Gửi link với format gạch chân
• Khi gửi link sản phẩm của store bất kỳ: hiện thông tin sản phẩm gồm title, description và price và CTA view product (sẽ delay một chút) https://i.imgur.com/ZjRMDI2.pn...",,
260,"July 23, 2024",Update translation,"User story: tôi là merchant ở Anh nhưng tôi bán cho khách ở Đức, tôi muốn dịch ngôn ngữ mặc định của Chatbox theo tiếng ĐứcFix bugs + Update translation status: Với trường hợp ngôn ngữ Default khác vớ...",,
261,"July 23, 2024",Online/offline status,"Giúp merchant xem trạng thái hoạt động của khách hàng
• Các trạng thái:
• Offline sẽ hiển thị khi thời gian hoạt động cuối cùng của khách >5 phút
• Online: Hiện ""Just now"" khi hoạt động <1 phút, hiện ...",,
262,"July 22, 2024",Inline chat button,"Merchant đã có thể add chat button nhằm thúc đẩy khách hàng contact
• Merchant cần add block vào vị trí mong muốn từ Chatbox -> Contact button (https://i.imgur.com/FmAADcD.png)
• Turn on/turn off để ẩ...",,
263,"July 22, 2024",Insert FAQs in chat,"Cho phép merchant add các FAQs vào chat
• Khi insert, khách hàng có thể xem trước Category, Question & Answers https://i.imgur.com/0DPJcsS.png",,
264,"July 18, 2024",Quick replies,"Cho phép admin quản lý các shortcut để trả lời câu hỏi nhanh chóng
• Thêm Settings -> Quick replies https://i.imgur.com/CnCF4JZ.png
• Bảng quản lý Quick replies https://i.imgur.com/HjQir4s.png
• Thêm/...",,
265,"July 18, 2024",Upload image & file,"Admin có thể upload ảnh & file để gửi cho người dùng https://i.imgur.com/oYmqDvR.png
• Giới hạn cho mỗi tệp hoặc ảnh là 20MB
• Với ảnh, hỗ trợ JPG, JPEG, PNG, GIF
• Khách hàng có thể gửi nhiều ảnh và ...",,
266,"July 18, 2024",Resolved/unresolved conversation:,"Đánh dấu đoạn hội thoại đã được hoàn thành
• Ở inbox, thêm nút Resolve https://i.imgur.com/zBvOT5Q.png
• Đổi filter mặc định là open https://i.imgur.com/ObrW7cJ.png
• Khi resolved, thêm admin activiti...",,
267,"July 12, 2024",Update Subscribe newsletter chatbot,"Dịch thông tin của discount theo ngôn ngữ của khách hàng https://i.imgur.com/vknr41s.pngKhi khách hàng select coupon, tự động xác định dạng discount và dịch theo ngôn ngữ đã publish của khách hàngUpda...",Translate discount (https://www.notion.so/Translate-discount-c9c7e9bd6bbb41588c7026b3874974b1?pvs=21),
268,"July 11, 2024",Insert discount,"• Khách hàng khi nhận discount có thể sử dụng discount theo setting của shopify và checkout
• Tính năng cho phép add static discount - chưa hỗ trợ dynamic discount
• Thêm preview discount ở chat",Insert discount - Static (https://www.notion.so/Insert-discount-Static-e3d82b2f675b4bf2bd70df52b9e37d6f?pvs=21),
269,"July 9, 2024",Subscribe newsletter chatbot improvements,"Update từ feedback của khách hàng và trải nghiệm sau khi live tính năng
• Admin: bỏ lựa chọn Select audience, mặc định hiển thị cho toàn bộ new visitor và customer chưa subscribe https://i.imgur.com/d...",Subscribe newsletter chatbot feedback (https://www.notion.so/Subscribe-newsletter-chatbot-feedback-a1bd837a605b4b52b5df3a63e9d28682?pvs=21),
270,"July 9, 2024",Gửi tin nhắn cho customer qua email (hidden feature),"Đảm bảo customer k bị miss chat, cho phép merchant gửi chat cho customer qua email
• Khi chat hết session, app sẽ show modal giúp merchant nhắn cho khách hàng. Khi confirm sẽ gửi qua email, khi không ...",Gửi tin nhắn cho customer qua email (https://www.notion.so/G-i-tin-nh-n-cho-customer-qua-email-0eaabec9515e4929a0be0be9792b9fbb?pvs=21),
271,"July 9, 2024",Update customer profile,"cho phép merchant update thông tin của khách hàng
• Các thông tin gồm có: Name, Email, Phone, Location, Tag
• Với customer: Show các thông tin của customer dưới tên của khách hàng",Update customer profile (https://www.notion.so/Update-customer-profile-1cccaec937d444fbad1a53c311cb9c4f?pvs=21),
272,"July 9, 2024",Block customer & Filter blocked,"Giúp merchant block những conver xấu (như cách bạn hay block nyc vậy :oke:)
• Thêm filter Block ở Inbox https://i.imgur.com/cVZ1NUG.png
• Khi ấn block https://i.imgur.com/MQPEJFV.png, hiên modal confi...",Block customer | Filter blocked (https://www.notion.so/Block-customer-Filter-blocked-4b24740572bc44f7af2c6f08162f0f30?pvs=21),
273,"July 8, 2024",Update Preheader email notification,"Giúp khách xem nhanh được khách đã nhắn gì
• Các thông tin được ngắn gọn hơn và hiển thị tin nhắn của khách hàng thay vì quá nhiều thông tin",Thêm preheader ở email notification (https://www.notion.so/Th-m-preheader-email-notification-a2c9dcedfc224da895c4d91aa1444b6b?pvs=21),
274,"July 8, 2024",Order info in conversation,"Hiện thông tin order nếu matching tài khoản customer
• Với guest (khách đã để lại email nhưng chưa đăng nhập), nếu matching email với customer, hiện banner thông báo match với thông tin của customer s...",Order in conversation (https://www.notion.so/Order-in-conversation-893d24cda9e8464ca07220446359ae7f?pvs=21),
275,"July 8, 2024",Convert anoymous & guest to customer,"Giúp merchant chuyển đổi & generate lead sang customer profile và chăm sóc tốt hơn
• Tại Profile, khi khách hàng là anonymous & guest (đã để lại email), thêm banner giúp khách hàng update thành custom...",Convert anonymous & guest to customer (https://www.notion.so/Convert-anonymous-guest-to-customer-8eb05755faeb4b5183243657e24e1eea?pvs=21),
276,"July 8, 2024",Play sound notification ở admin và storefront,"Play sound notification ở admin và storefront:
• Khác với push notification, Merchant và customer của merchant đều sẽ mặc định nhận được âm thanh thông báo khi có tin nhắn mới
• Với Admin:
• Thêm sett...",Play sound to customer & admin (https://www.notion.so/Play-sound-to-customer-admin-eaa0488d1771438eb2d1e1e71998e22f?pvs=21),
277,"July 8, 2024",Update menu PWA,"Thêm menu navigation tới các tính năng
Update nút Unread",Đồng nhất giao diện PWA với mobile/desktop (https://www.notion.so/ng-nh-t-giao-di-n-PWA-v-i-mobile-desktop-d6449ac284b34e63b31350e30d5caee2?pvs=21),
278,"July 8, 2024",Mobile PWA,"• Show app icon ở Home screen https://i.imgur.com/S5FJC9P.png
• Hỗ trợ Push notification trên cách device sử dụng IOS & Android https://i.imgur.com/rrJ646I.png
• PWA cắt gọn function so với desktop, c...","Push notification trên iOS: Chrome, Safari (https://www.notion.so/Push-notification-tr-n-iOS-Chrome-Safari-56e8f5f3ca994d598c526230295227bc?pvs=21)",
279,"June 27, 2024",Sửa logo Chatty in app & top save bar,"Thay logo Avada bằng logo Chatty trên app để tăng trải nghiệm người dùng và đẩy mạnh branding
1. Top save bar: https://prnt.sc/4Vet9HuJvFNQ → Đổi top save bar theo polaris (chuyển lên trên, bỏ logo)
2...",Đổi Chatty logo in app  (https://www.notion.so/i-Chatty-logo-in-app-ce03b1eb8b4d45309ae72dc2a3d54c04?pvs=21),
280,"June 27, 2024",Thêm count unread conversation in menu,"Count unread conversation in menu:
Giúp merchant preview số tin nhắn chờ ở inbox
• Khi không có unread conver, không hiện count
• Khi >100 unread conversation, hiện 99+
Giảm size scripttag: giúp tối ư...",,
281,"June 27, 2024",Thêm số unread conversation trên menu,,,
282,"June 27, 2024","Sửa logo Chatty khi reload, đổi top save bar lên trên header","Thay logo Avada bằng logo Chatty trên app để tăng trải nghiệm người dùng, đẩy mạnh branding 
1. Top save bar: https://prnt.sc/4Vet9HuJvFNQ → Đổi top save bar theo polaris (chuyển lên trên, bỏ logo)
2....",Đổi Chatty logo in app  (https://www.notion.so/i-Chatty-logo-in-app-ce03b1eb8b4d45309ae72dc2a3d54c04?pvs=21),
283,"June 26, 2024",Update Chat availability,"Giúp merchant show clear hơn về trạng thái hoạt động cho customer
• Các settings về Chat appearance, Chat availability & Notification sẽ được move vào trong Menu settings https://prnt.sc/NcrVAn7Y30e9
...",,
284,"June 26, 2024",Update expiration cho chat session của guest và anonymous:,Update session thành 30 ngày kể từ tin nhắn cuối cùng của khách - thay vì tin nhắn đầu tiên,,
285,"June 26, 2024","Search conversation by name, email",Cho phép khách hàng search đoạn hội thoại theo tên và email của khách hàng,,
286,"June 26, 2024",Update chat availability,"Giúp merchant show clear hơn về trạng thái hoạt động cho customer
• Các settings về Chat appearance, Chat availability & Notification sẽ được move vào trong Menu settings https://prnt.sc/NcrVAn7Y30e9
...",Cập nhật Chat availability (https://www.notion.so/C-p-nh-t-Chat-availability-464e674af5164e2ba0fc010558f94e41?pvs=21),
287,"June 25, 2024",Thêm settings disclaimer consent,Move settings về disclaimer consent vào settings: Khách hàng có thể custom text và link policy https://prnt.sc/PYCUG-3xh49p,,
